RegionName,Year,Jan,Dec,Nov,Oct,Sep,Aug,Jul,Jun,May,Apr,Mar,Feb
Alabama,1978,2.0,8.111,15.111,16.778,24.944,26.278,27.056,25.556,21.111,17.722,10.667,3.778
Alabama,1983,5.611,5.444,11.778,17.778,22.222,27.278,27.0,23.611,20.333,14.333,11.111,8.111
Alabama,1988,4.833,8.222,13.611,15.111,23.611,26.889,26.056,25.056,20.167,17.111,12.389,7.444
Alabama,1993,9.333,7.389,10.944,17.111,23.333,26.722,27.889,25.333,20.444,14.833,10.944,7.889
Alabama,1998,8.778,10.778,14.389,19.333,25.222,26.611,27.667,27.056,23.111,16.444,11.889,9.556
Alabama,2003,4.444,6.667,14.556,17.5,22.833,26.333,25.833,24.222,22.0,17.389,14.222,8.889
Alabama,2008,6.111,9.833,10.556,16.778,23.611,25.778,26.667,25.944,21.278,17.111,12.889,9.556
Alabama,2013,10.0,8.833,10.889,18.278,23.889,25.5,25.389,25.556,20.111,16.778,9.889,8.889
Alabama,2018,4.667,9.444,10.222,19.667,26.333,26.389,27.056,26.278,23.556,15.278,13.0,14.444
Alabama,2022,6.611,9.556,13.0,16.222,23.278,26.278,27.611,26.889,23.056,16.944,14.111,10.0
Arizona,1978,6.167,3.111,9.556,18.111,21.889,25.278,27.0,24.611,17.778,13.333,11.5,7.0
Arizona,1983,5.889,6.722,9.556,16.389,23.778,25.111,26.278,22.444,17.778,10.722,9.333,7.333
Arizona,1988,4.611,5.0,10.0,19.0,21.333,25.222,27.167,24.556,18.556,13.944,10.167,8.444
Arizona,1993,6.389,5.5,8.444,16.111,22.111,25.278,25.722,23.444,19.611,14.778,11.0,6.944
Arizona,1998,6.556,5.944,10.333,15.833,23.111,26.889,27.333,22.111,17.222,11.5,9.444,5.556
Arizona,2003,9.333,6.111,9.333,19.611,23.778,26.667,28.778,24.611,20.167,13.111,10.333,7.5
Arizona,2008,4.333,5.778,11.833,17.167,23.111,26.278,26.889,25.167,17.556,14.444,11.0,7.222
Arizona,2013,3.667,5.278,10.722,14.889,22.444,25.833,27.222,26.389,19.667,15.222,12.667,5.667
Arizona,2018,8.667,6.0,9.667,15.5,24.444,26.778,27.944,25.889,20.278,17.167,11.278,8.167
Arizona,2022,6.5,6.056,7.778,16.444,24.222,25.889,27.778,25.889,20.389,16.0,11.0,6.778
Arkansas,1978,-1.444,5.056,11.722,15.5,23.722,26.5,28.167,24.667,20.056,17.111,8.444,-0.167
Arkansas,1983,3.444,-1.111,10.556,17.222,22.722,28.167,26.944,23.333,18.889,12.444,10.0,6.5
Arkansas,1988,1.556,5.944,10.778,14.333,22.889,27.056,26.444,24.778,20.111,15.556,10.278,5.278
Arkansas,1993,4.111,5.833,7.778,14.833,21.444,27.389,28.444,24.667,19.444,13.5,9.444,5.167
Arkansas,1998,6.833,6.611,12.056,17.833,25.5,27.167,28.889,26.611,22.611,15.389,9.778,8.056
Arkansas,2003,2.667,5.722,12.556,17.111,21.222,27.111,26.667,22.833,20.889,16.5,10.667,4.5
Arkansas,2008,3.889,5.0,9.389,15.556,21.722,25.389,26.944,25.389,20.056,14.889,11.056,6.444
Arkansas,2013,5.611,4.5,8.611,16.389,24.111,25.778,25.556,25.056,19.556,14.722,8.111,6.278
Arkansas,2018,2.056,6.778,7.667,17.0,23.889,26.0,27.667,26.722,23.889,12.889,12.167,7.722
Arkansas,2022,3.778,6.278,9.889,16.333,23.222,26.333,28.944,25.611,21.611,15.5,11.167,5.667
California,1978,7.444,4.0,8.333,17.611,19.278,23.222,23.778,20.556,16.167,10.833,11.444,8.056
California,1983,6.778,7.333,9.556,16.333,21.667,23.167,22.167,19.722,16.278,9.889,9.222,8.222
California,1988,5.944,5.833,9.889,18.111,20.778,23.667,25.333,20.111,15.722,12.889,10.889,9.167
California,1993,5.167,6.167,9.333,16.333,20.833,22.889,22.333,20.0,16.833,12.889,11.611,6.667
California,1998,7.278,5.556,9.333,14.278,20.667,25.111,24.444,18.444,12.722,10.889,9.556,6.444
California,2003,10.0,6.667,8.222,18.556,22.722,23.889,25.944,21.778,16.667,10.0,10.778,7.611
California,2008,5.056,5.556,12.167,16.556,22.111,24.778,24.722,21.722,16.5,12.444,10.167,7.667
California,2013,5.611,6.722,11.056,14.722,20.722,23.556,25.556,22.444,17.667,14.556,12.111,7.389
California,2018,9.389,7.111,11.444,16.056,21.722,24.667,26.444,21.889,17.222,14.0,9.444,8.111
California,2022,8.111,6.222,8.056,17.833,23.111,25.722,25.333,22.278,16.833,13.278,11.722,8.889
Colorado,1978,-4.778,-7.556,1.056,8.889,14.667,17.889,20.333,16.778,9.944,7.111,3.0,-3.778
Colorado,1983,-2.333,-7.278,1.0,8.889,15.667,20.333,19.889,14.611,8.889,2.778,1.111,-0.833
Colorado,1988,-7.222,-3.667,1.389,9.833,13.5,19.389,19.944,18.389,11.333,6.556,0.389,-2.5
Colorado,1993,-4.611,-2.889,-1.556,7.111,12.944,17.722,18.889,15.667,11.444,5.611,2.278,-3.722
Colorado,1998,-2.111,-3.056,3.111,8.333,16.944,19.0,20.556,15.222,12.444,5.0,0.944,-1.389
Colorado,2003,-0.222,-1.889,0.556,10.833,13.722,20.222,22.444,15.611,12.111,7.389,2.556,-3.167
Colorado,2008,-6.167,-3.722,3.5,8.667,14.056,18.722,20.667,16.444,10.556,4.944,1.056,-2.444
Colorado,2013,-5.056,-4.611,1.778,6.778,15.944,19.444,20.278,18.667,11.556,4.333,1.667,-3.5
Colorado,2018,-1.278,-3.0,0.278,7.222,16.611,19.0,21.111,19.167,14.0,6.667,3.222,-1.889
Colorado,2022,-3.0,-3.556,-0.389,8.667,16.944,19.889,21.222,17.944,11.833,6.556,1.667,-3.889
Connecticut,1978,-4.833,-0.611,4.833,9.722,14.889,21.111,20.5,18.444,13.444,7.167,0.167,-6.667
Connecticut,1983,-2.778,-1.889,5.556,10.611,18.0,21.444,22.278,19.556,12.722,8.278,3.667,-1.389
Connecticut,1988,-5.333,-1.611,5.556,8.111,15.778,22.444,22.833,18.556,14.222,7.556,2.833,-2.111
Connecticut,1993,-1.5,-0.889,4.833,9.333,16.556,21.778,22.5,19.056,15.111,8.556,0.611,-4.944
Connecticut,1998,0.611,2.556,5.167,11.0,17.889,22.0,21.778,18.444,16.111,9.222,4.056,1.778
Connecticut,2003,-5.889,0.222,6.556,9.611,17.389,22.333,21.944,18.167,12.778,6.944,2.222,-4.556
Connecticut,2008,-1.278,0.111,4.722,10.0,17.389,19.889,22.944,20.333,12.833,9.778,2.5,-1.222
Connecticut,2013,-1.778,-0.556,4.333,11.889,16.333,20.389,24.389,19.833,14.556,8.5,2.222,-1.556
Connecticut,2018,-3.667,1.0,3.944,11.278,18.944,23.5,23.333,19.111,16.778,6.333,2.444,2.056
Connecticut,2022,-4.278,0.833,7.333,11.389,17.611,23.667,23.444,19.111,16.0,8.722,3.889,-0.722
Delaware,1978,-1.333,3.778,8.889,12.833,19.333,24.778,23.056,21.556,15.667,11.056,4.167,-4.389
Delaware,1983,1.444,1.667,8.5,14.222,20.278,24.333,25.0,21.722,16.222,10.556,7.333,1.444
Delaware,1988,-1.833,2.444,8.5,10.722,18.778,25.222,25.722,21.944,16.667,10.222,6.778,2.278
Delaware,1993,3.389,2.222,8.111,13.222,20.222,24.167,25.944,21.889,17.667,11.111,4.444,-0.056
Delaware,1998,5.333,5.556,8.389,14.167,21.778,24.0,24.444,21.833,18.222,12.889,7.611,5.167
Delaware,2003,-1.333,3.222,10.833,13.222,20.722,24.722,24.611,21.111,15.0,11.111,7.278,0.056
Delaware,2008,2.611,4.833,7.444,13.444,20.889,23.0,25.222,24.0,16.056,13.0,7.611,3.944
Delaware,2013,3.0,4.667,7.278,15.278,19.278,23.0,26.222,23.056,17.611,12.556,4.722,2.167
Delaware,2018,0.444,5.222,7.611,15.667,23.111,25.889,25.111,22.556,20.167,10.889,4.722,6.222
Delaware,2022,-0.167,3.222,9.889,13.222,20.722,25.556,26.111,22.444,18.278,11.833,8.444,4.0
Florida,1978,11.111,16.778,20.389,22.333,26.556,27.278,27.333,26.833,24.444,21.0,16.556,10.944
Florida,1983,12.778,14.722,17.556,23.111,25.5,27.889,27.889,26.0,23.5,19.0,16.167,14.333
Florida,1988,12.667,15.056,19.833,21.278,26.833,27.556,27.222,26.222,22.833,20.889,17.167,13.889
Florida,1993,17.5,13.444,18.611,22.889,26.611,27.889,28.056,26.889,23.222,18.833,16.889,14.5
Florida,1998,15.833,18.111,20.889,24.0,26.833,28.167,28.667,28.944,25.222,20.944,16.778,15.556
Florida,2003,11.222,13.389,20.333,23.056,26.056,27.278,27.444,26.722,25.611,20.778,21.0,16.222
Florida,2008,14.611,16.667,16.389,21.889,26.5,27.389,27.333,27.167,24.667,20.833,18.167,17.222
Florida,2013,17.778,18.167,19.5,23.333,26.667,27.889,27.111,27.278,23.333,21.889,15.056,16.556
Florida,2018,12.778,16.556,19.278,24.722,28.0,27.889,28.0,27.5,24.667,21.222,17.222,20.667
Florida,2022,14.167,16.333,20.889,22.056,26.667,28.222,28.389,27.778,25.389,22.111,20.278,17.278
Georgia,1978,3.444,9.111,15.444,17.444,24.611,26.111,26.778,25.556,21.278,17.889,11.556,4.667
Georgia,1983,5.722,6.778,12.0,18.278,22.222,27.333,27.222,23.722,20.889,14.722,12.111,8.5
Georgia,1988,5.111,8.5,13.722,15.611,23.389,26.778,26.333,24.667,20.278,17.389,12.833,8.056
Georgia,1993,10.167,7.611,12.111,17.778,24.278,26.722,28.389,25.611,20.944,15.0,11.444,8.111
Georgia,1998,9.722,11.667,15.333,19.333,24.5,26.389,28.0,27.167,23.389,16.889,12.056,10.167
Georgia,2003,5.722,6.833,15.222,18.0,22.833,26.222,25.944,24.5,22.056,17.056,15.0,9.389
Georgia,2008,7.222,10.944,10.778,16.889,23.667,26.056,26.5,26.333,21.278,17.0,13.0,10.444
Georgia,2013,11.389,10.667,11.778,18.333,23.611,25.556,25.667,25.444,20.222,17.167,10.111,9.333
Georgia,2018,5.833,10.111,11.778,20.222,26.556,26.333,26.778,26.278,23.167,15.889,12.5,15.111
Georgia,2022,7.722,9.5,14.222,16.722,23.333,26.389,27.389,26.722,22.944,17.222,15.0,11.556
Idaho,1978,-2.444,-8.0,-2.0,7.278,11.889,16.222,17.889,13.556,7.944,5.056,3.0,-1.333
Idaho,1983,-2.0,-8.167,0.778,7.333,12.222,19.056,16.556,13.111,9.0,3.222,2.222,-0.833
Idaho,1988,-6.056,-5.611,-0.5,10.778,12.5,17.889,19.389,16.611,9.833,6.833,1.0,-1.444
Idaho,1993,-7.167,-3.833,-3.0,7.278,12.556,15.389,13.444,12.0,12.111,4.222,1.667,-5.278
Idaho,1998,-2.278,-5.222,1.278,6.278,15.778,19.444,20.611,12.0,9.444,5.167,1.111,-1.444
Idaho,2003,-0.333,-2.167,-2.111,9.278,13.722,19.833,21.333,15.056,9.944,4.889,2.389,-2.722
Idaho,2008,-6.722,-5.222,2.833,6.944,13.056,18.222,19.167,13.5,9.389,2.389,-0.944,-2.444
Idaho,2013,-6.556,-6.056,1.0,5.611,13.944,19.778,20.889,15.167,10.556,4.5,1.722,-2.5
Idaho,2018,-0.889,-4.278,0.0,6.667,13.444,18.333,20.222,14.278,12.222,5.778,0.944,-3.222
Idaho,2022,-4.667,-5.167,-3.278,8.889,16.0,20.778,20.833,14.0,7.889,2.778,2.333,-4.222
Illinois,1978,-9.0,-1.611,6.278,11.333,21.167,22.778,23.944,22.222,16.0,11.5,0.889,-8.389
Illinois,1983,-1.778,-8.167,6.889,13.0,19.444,26.056,26.167,22.278,14.944,8.222,5.0,1.222
Illinois,1988,-4.889,-0.556,5.778,9.278,19.778,25.556,25.278,23.111,18.111,11.111,4.889,-3.389
Illinois,1993,-2.333,-0.333,4.222,11.0,16.444,23.833,24.778,21.389,17.333,9.556,2.667,-2.778
Illinois,1998,-0.111,1.722,7.556,13.667,21.611,23.778,24.111,22.111,19.667,11.444,4.778,4.444
Illinois,2003,-5.111,1.0,7.111,12.5,17.833,24.056,23.778,19.944,16.167,11.944,5.333,-3.111
Illinois,2008,-2.833,-2.889,5.056,12.333,19.5,22.111,23.611,22.889,15.0,10.778,3.889,-3.333
Illinois,2013,-1.556,-3.222,3.778,12.5,20.333,22.667,22.833,21.944,17.722,10.111,1.278,-1.167
Illinois,2018,-4.389,1.333,2.0,12.333,21.278,23.722,23.889,23.833,21.5,7.111,4.0,-0.111
Illinois,2022,-5.444,-1.0,6.056,11.833,19.444,23.111,24.278,23.056,18.5,9.778,6.167,-2.278
Indiana,1978,-8.389,-0.111,6.667,10.667,20.5,22.167,23.167,21.667,15.278,10.778,0.556,-9.278
Indiana,1983,-1.389,-6.389,6.833,12.722,19.111,25.111,25.389,21.667,14.389,8.278,5.333,1.0
Indiana,1988,-4.444,-0.722,5.889,8.389,18.611,24.556,24.667,22.278,17.278,10.333,4.611,-2.889
Indiana,1993,-0.944,-0.389,5.0,10.611,16.389,23.167,24.556,20.778,16.778,9.556,2.778,-3.111
Indiana,1998,1.556,2.444,7.167,13.222,20.889,23.167,23.111,21.722,19.111,11.333,5.167,4.111
Indiana,2003,-5.778,0.833,7.778,11.611,17.444,23.222,22.778,19.5,15.833,11.778,5.611,-3.5
Indiana,2008,-2.389,-1.611,4.722,12.056,19.778,21.778,22.944,22.333,14.5,11.278,3.667,-2.111
Indiana,2013,-1.167,-1.444,4.0,12.389,19.389,21.944,22.389,21.556,18.0,10.444,1.556,-1.0
Indiana,2018,-4.167,1.889,2.667,12.722,21.056,23.333,23.389,23.0,20.944,7.278,3.444,1.722
Indiana,2022,-4.222,-0.167,6.167,11.556,18.944,22.778,24.056,22.333,18.278,9.611,6.5,-1.222
Iowa,1978,-13.333,-7.056,1.667,9.889,19.722,21.778,22.611,21.0,15.333,9.0,-0.611,-11.222
Iowa,1983,-4.833,-13.556,3.111,10.556,17.889,25.611,25.111,20.889,13.278,5.889,2.167,-1.778
Iowa,1988,-9.111,-3.667,3.0,7.778,18.167,24.333,24.167,23.222,18.444,9.167,3.222,-7.389
Iowa,1993,-8.0,-3.611,1.0,9.556,14.111,22.0,22.167,19.389,15.111,7.222,-0.556,-7.278
Iowa,1998,-4.722,-1.444,4.833,11.722,20.111,22.722,23.222,19.5,18.333,9.833,0.444,1.556
Iowa,2003,-7.167,-2.111,2.167,11.333,16.167,23.389,22.833,19.611,14.389,10.222,1.722,-6.444
Iowa,2008,-8.556,-8.0,2.944,10.389,17.5,21.056,22.833,20.722,14.111,7.778,0.333,-8.333
Iowa,2013,-5.556,-8.111,1.056,10.278,19.444,22.167,22.389,20.5,15.0,6.556,-1.667,-4.333
Iowa,2018,-7.889,-2.222,-1.111,9.0,18.833,22.111,22.833,22.833,19.444,4.056,1.778,-6.389
Iowa,2022,-9.556,-5.944,2.833,10.222,18.389,22.222,23.444,22.0,16.278,6.556,2.778,-5.944
Kansas,1978,-7.167,-1.278,5.444,13.667,22.333,25.167,27.333,23.5,16.611,13.278,5.111,-6.0
Kansas,1983,-0.556,-8.889,6.5,14.222,21.722,28.778,27.389,21.278,15.222,8.222,5.444,1.944
Kansas,1988,-3.667,2.389,6.944,12.056,20.278,26.222,25.611,25.111,19.0,11.333,6.167,0.111
Kansas,1993,-4.0,1.944,3.5,12.0,17.5,24.944,25.333,22.0,16.833,10.0,5.0,-2.167
Kansas,1998,0.333,1.389,8.389,14.722,23.556,25.5,26.444,23.111,19.944,11.056,3.444,4.222
Kansas,2003,-0.111,1.833,5.667,14.611,18.389,26.778,27.667,21.333,17.167,13.389,6.778,-0.389
Kansas,2008,-1.111,-1.167,7.0,13.0,19.111,24.0,25.889,23.222,17.222,10.278,6.222,0.167
Kansas,2013,0.167,-1.556,5.167,12.889,22.278,24.722,25.111,24.0,17.389,9.111,4.611,0.889
Kansas,2018,-1.167,1.278,3.444,12.0,21.167,24.278,25.944,25.667,21.722,8.667,7.722,-0.056
Kansas,2022,-1.222,-0.778,5.056,14.278,22.222,26.167,27.222,24.333,18.111,12.278,6.667,-0.111
Kentucky,1978,-5.278,3.0,9.333,12.167,21.722,23.778,24.5,22.556,16.722,13.778,5.056,-4.889
Kentucky,1983,0.944,-1.611,8.167,14.667,20.556,26.278,25.611,21.833,16.111,10.167,7.778,3.167
Kentucky,1988,-1.0,2.778,8.167,10.0,19.833,25.333,25.222,22.444,17.556,12.667,7.444,1.556
Kentucky,1993,3.167,2.167,6.889,12.5,19.167,24.444,26.278,22.111,17.944,11.722,5.667,1.278
Kentucky,1998,4.889,4.833,9.056,15.111,22.778,24.111,24.444,23.056,19.944,12.5,8.056,5.778
Kentucky,2003,-2.0,2.778,10.278,13.722,19.0,24.389,24.0,20.389,17.889,14.278,9.333,0.889
Kentucky,2008,0.722,2.611,6.222,13.722,21.667,23.278,24.0,23.5,16.556,13.0,7.333,3.056
Kentucky,2013,2.611,3.0,6.0,14.222,20.611,23.167,23.333,22.722,18.278,12.889,4.111,2.667
Kentucky,2018,-1.111,4.722,5.5,14.944,22.833,24.333,24.778,24.167,22.111,10.389,6.722,7.0
Kentucky,2022,-0.389,3.167,8.222,12.778,20.056,24.111,25.667,23.389,19.778,12.444,9.444,3.556
Louisiana,1978,4.333,10.444,16.778,19.056,25.611,27.611,28.333,26.722,23.611,19.5,12.889,5.667
Louisiana,1983,8.167,6.667,14.5,19.722,23.889,28.111,27.944,25.056,22.0,16.222,13.167,10.333
Louisiana,1988,6.944,10.833,16.056,18.278,25.222,27.611,27.444,25.889,22.111,19.056,14.444,10.333
Louisiana,1993,10.444,10.278,12.444,19.167,25.5,28.667,28.222,26.556,21.722,16.611,13.444,11.0
Louisiana,1998,11.833,12.0,16.333,21.111,27.0,28.778,29.667,28.556,24.889,18.0,14.333,11.778
Louisiana,2003,7.556,9.667,16.611,19.889,24.444,28.056,27.389,26.444,24.667,19.278,14.778,10.389
Louisiana,2008,9.111,11.389,13.778,18.833,24.111,27.278,28.278,27.333,23.222,19.167,15.556,12.889
Louisiana,2013,11.389,9.778,12.778,20.333,26.611,27.778,27.056,27.167,22.056,18.111,12.944,12.333
Louisiana,2018,6.778,11.444,12.667,21.5,26.778,27.778,28.611,27.833,25.444,17.056,16.778,15.833
Louisiana,2022,9.0,12.278,14.5,19.0,25.167,27.667,28.833,28.167,25.0,19.667,14.944,10.722
Maine,1978,-10.611,-7.278,-0.778,5.944,10.667,17.833,18.556,15.722,12.0,2.333,-5.0,-10.722
Maine,1983,-8.0,-7.556,1.333,6.833,14.667,18.222,19.0,16.611,9.5,4.833,-1.0,-7.0
Maine,1988,-10.0,-8.222,1.944,5.278,12.222,18.722,19.778,15.333,11.833,4.222,-3.333,-8.278
Maine,1993,-9.389,-5.5,0.389,4.667,12.833,18.722,18.556,15.444,10.889,4.333,-4.111,-13.833
Maine,1998,-7.889,-3.222,0.944,7.333,13.722,18.222,18.944,15.389,13.611,5.222,-1.333,-4.333
Maine,2003,-12.667,-5.0,1.889,7.0,14.667,18.889,18.833,16.222,9.778,2.056,-4.333,-11.0
Maine,2008,-7.444,-6.556,1.667,6.778,13.444,17.278,19.833,16.222,10.0,5.278,-4.944,-7.5
Maine,2013,-9.0,-8.333,0.167,8.5,13.722,17.611,20.167,16.0,11.278,3.944,-0.944,-6.667
Maine,2018,-9.444,-6.444,-1.889,5.5,14.389,20.0,20.444,15.0,11.944,2.5,-1.722,-5.167
Maine,2022,-11.833,-2.444,3.0,9.5,13.944,19.556,19.833,15.611,12.444,4.778,-1.667,-7.111
Maryland,1978,-2.556,3.333,8.278,12.333,19.778,24.5,22.833,21.333,15.778,11.0,4.0,-4.222
Maryland,1983,0.833,0.389,8.0,13.667,19.833,24.389,24.722,21.5,15.889,10.167,7.0,1.333
Maryland,1988,-2.333,2.0,7.889,10.389,18.5,25.0,25.556,21.778,16.944,10.611,6.556,1.556
Maryland,1993,2.722,1.444,7.556,12.611,19.833,24.056,25.722,21.667,17.778,11.056,4.0,-0.333
Maryland,1998,4.611,5.389,8.167,13.889,21.944,23.944,24.111,21.444,18.5,12.833,7.167,4.722
Maryland,2003,-1.889,2.5,10.333,12.611,19.889,24.5,24.167,20.833,15.389,11.444,6.889,-0.556
Maryland,2008,2.056,3.667,6.889,12.889,20.444,22.556,24.556,23.5,15.778,13.111,7.111,2.889
Maryland,2013,2.389,3.667,6.278,14.5,18.889,22.444,25.444,22.611,17.111,12.444,4.278,1.389
Maryland,2018,-0.556,4.0,6.333,15.0,22.611,25.056,24.556,22.278,20.444,10.389,4.056,5.333
Maryland,2022,-0.611,2.5,9.333,12.556,20.278,24.833,25.389,22.278,18.111,11.722,8.111,3.611
Massachusetts,1978,-5.111,-1.556,4.111,9.056,14.056,20.444,20.333,18.056,13.389,6.222,-0.556,-7.111
Massachusetts,1983,-3.278,-2.556,5.278,10.111,17.611,20.833,21.889,19.056,12.333,7.667,2.944,-2.056
Massachusetts,1988,-5.722,-2.444,5.167,7.778,15.111,22.0,22.167,17.833,13.556,6.944,1.833,-2.889
Massachusetts,1993,-2.389,-1.389,4.5,8.778,16.0,21.056,21.556,18.278,14.333,7.667,-0.111,-6.222
Massachusetts,1998,-0.5,2.0,4.611,10.611,17.222,21.222,21.333,17.889,15.389,8.444,3.278,0.944
Massachusetts,2003,-7.222,-0.333,6.0,9.222,17.0,21.944,21.667,17.778,12.333,6.056,1.389,-5.111
Massachusetts,2008,-2.111,-0.333,4.389,9.5,16.889,19.556,22.444,19.667,12.333,8.833,1.444,-1.889
Massachusetts,2013,-2.5,-1.444,3.778,11.0,16.0,20.0,23.889,19.444,14.278,7.944,1.611,-2.0
Massachusetts,2018,-4.167,0.056,3.222,10.167,18.444,23.056,22.944,18.222,16.0,5.722,1.556,1.278
Massachusetts,2022,-4.722,0.611,7.0,11.389,16.889,23.278,22.944,18.611,15.444,8.333,3.389,-1.167
Michigan,1978,-9.389,-5.556,1.944,7.944,16.0,19.278,19.111,16.889,13.222,4.444,-3.889,-10.778
Michigan,1983,-5.278,-9.056,2.556,8.667,15.667,21.056,22.333,17.722,9.556,4.222,0.389,-3.0
Michigan,1988,-8.0,-4.611,3.0,5.833,14.778,21.0,21.944,18.833,14.056,6.167,-1.222,-8.333
Michigan,1993,-5.889,-3.833,1.0,7.056,12.222,20.167,20.611,16.333,12.167,4.667,-1.667,-7.833
Michigan,1998,-4.0,-1.222,4.0,10.056,17.0,20.556,20.444,17.667,15.778,7.611,0.444,0.0
Michigan,2003,-8.5,-1.889,3.167,8.111,15.278,20.444,19.889,16.722,11.556,5.222,-1.5,-8.722
Michigan,2008,-5.111,-6.222,2.056,8.222,15.889,19.167,20.167,18.222,10.667,7.611,-2.778,-7.667
Michigan,2013,-5.0,-7.056,1.222,9.333,15.278,19.222,20.444,17.667,13.611,4.167,-2.333,-6.167
Michigan,2018,-6.667,-1.833,-0.667,7.722,16.889,21.0,21.389,18.444,15.667,1.778,-1.333,-5.0
